정보,위치주소,시설이름,우편번호,주소,종목명,상세종목,가격,월,개최월,년도
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵로 190 두잉운동발달연구소으로, 우편번호가 3938이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 운동재활이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 마포구,두잉운동발달연구소,3938,서울특별시 마포구 월드컵로 190,기타종목,운동재활,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵로 43 에스티에스(STS)으로, 우편번호가 4023이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도수업이며, 강좌는 (2, 7)월에 개최되며, 가격은 110000원입니다. ",서울 마포구,에스티에스(STS),4023,서울특별시 마포구 월드컵로 43,태권도,태권도수업,110000,7,"(2, 7)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵로36길 14 바디멀티기구필라테스으로, 우편번호가 3938이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 바디멀티필라테스 마포구청점이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 마포구,바디멀티기구필라테스,3938,서울특별시 마포구 월드컵로36길 14,필라테스,바디멀티필라테스 마포구청점,110000,7,"(2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 관절질환재활B이며, 강좌는 (3, 5, 6, 7, 8)월에 개최되며, 가격은 101000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,관절질환재활B,101000,7,"(3, 5, 6, 7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 기능향상수영B이며, 강좌는 (7, 8)월에 개최되며, 가격은 88000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,기능향상수영B,88000,7,"(7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 기능향상수영C이며, 강좌는 (2, 6, 7, 8)월에 개최되며, 가격은 66000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,기능향상수영C,66000,7,"(2, 6, 7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 발달장애성인수영A이며, 강좌는 (7, 8, 9)월에 개최되며, 가격은 88000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,발달장애성인수영A,88000,7,"(7, 8, 9)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 발달장애성인수영B이며, 강좌는 (1, 6, 7, 8)월에 개최되며, 가격은 101000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,발달장애성인수영B,101000,7,"(1, 6, 7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 발달장애청소년수영이며, 강좌는 (7, 8)월에 개최되며, 가격은 101000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,발달장애청소년수영,101000,7,"(7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 성인수중재활A이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,성인수중재활A,110000,7,"(7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 성인수중재활B이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,성인수중재활B,110000,7,"(6, 7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 유아수중운동B이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 88000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,유아수중운동B,88000,7,"(6, 7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 자유수영(성인)이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 27500원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,자유수영(성인),27500,7,"(6, 7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 장애자유수중운동B이며, 강좌는 (6, 7, 8, 12)월에 개최되며, 가격은 20000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,장애자유수중운동B,20000,7,"(6, 7, 8, 12)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 장애초등수영A이며, 강좌는 (7, 8)월에 개최되며, 가격은 101000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,장애초등수영A,101000,7,"(7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 직장인수영B이며, 강좌는 (7, 8)월에 개최되며, 가격은 40500원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,직장인수영B,40500,7,"(7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 직장인수영D이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 35500원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,직장인수영D,35500,7,"(6, 7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 초등수중심리수영A이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 88000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,초등수중심리수영A,88000,7,"(6, 7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 초등수중운동B이며, 강좌는 (6, 7)월에 개최되며, 가격은 88000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,초등수중운동B,88000,7,"(6, 7)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 초등수중운동C이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 88000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,초등수중운동C,88000,7,"(6, 7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 토요장애수중운동B(중고등)이며, 강좌는 (7, 8)월에 개최되며, 가격은 60000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,토요장애수중운동B(중고등),60000,7,"(7, 8)",2024
"서울 마포구에 있는 체육시설의 상세 주소는 서울특별시 마포구 월드컵북로 494 마포푸르메스포츠센터으로, 우편번호가 3918이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 토요장애수중운동C(초등고학년)이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 60000원입니다. ",서울 마포구,마포푸르메스포츠센터,3918,서울특별시 마포구 월드컵북로 494,수영,토요장애수중운동C(초등고학년),60000,7,"(6, 7, 8)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 모래내로 221 디어미피티으로, 우편번호가 3693이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 1:1 피티이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 서대문구,디어미피티,3693,서울특별시 서대문구 모래내로 221,헬스,1:1 피티,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 북아현로4길 2 검수원검도관으로, 우편번호가 3757이고, 이용 가능한 종목은 검도입니다. 제공하는 강좌의 강좌명은 검도교실이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 140000원입니다. ",서울 서대문구,검수원검도관,3757,서울특별시 서대문구 북아현로4길 2,검도,검도교실,140000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 세무서7길 12-6 홍제미(美)탁구클럽으로, 우편번호가 3624이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 탁구개인레슨이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 100000원입니다. ",서울 서대문구,홍제미(美)탁구클럽,3624,서울특별시 서대문구 세무서7길 12-6,탁구,탁구개인레슨,100000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 신촌역로 17 (주) 플러스파인으로, 우편번호가 3780이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 재활필라테스 (월 2회)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 서대문구,(주) 플러스파인,3780,서울특별시 서대문구 신촌역로 17,필라테스,재활필라테스 (월 2회),110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 응암로 66 바디인필라테스으로, 우편번호가 3691이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 필라테스이며, 강좌는 (5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 서대문구,바디인필라테스,3691,서울특별시 서대문구 응암로 66,필라테스,필라테스,110000,7,"(5, 6, 7, 8, 9)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 응암로 66 바디인필라테스으로, 우편번호가 3691이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 필라테스이며, 강좌는 (5, 6, 7, 8, 9)월에 개최되며, 가격은 85000원입니다. ",서울 서대문구,바디인필라테스,3691,서울특별시 서대문구 응암로 66,필라테스,필라테스,85000,7,"(5, 6, 7, 8, 9)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 증가로 191 삼성골드스포츠클럽으로, 우편번호가 3686이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 아쿠아로빅 (강습만)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 95000원입니다. ",서울 서대문구,삼성골드스포츠클럽,3686,서울특별시 서대문구 증가로 191,수영,아쿠아로빅 (강습만),95000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 증가로 191 삼성골드스포츠클럽으로, 우편번호가 3686이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 아쿠아로빅 (자유수영 포함)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12)월에 개최되며, 가격은 115000원입니다. ",서울 서대문구,삼성골드스포츠클럽,3686,서울특별시 서대문구 증가로 191,수영,아쿠아로빅 (자유수영 포함),115000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 증가로 191 삼성골드스포츠클럽으로, 우편번호가 3686이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 어린이 수영 (속성반)이며, 강좌는 (1, 2, 7, 8, 12)월에 개최되며, 가격은 100000원입니다. ",서울 서대문구,삼성골드스포츠클럽,3686,서울특별시 서대문구 증가로 191,수영,어린이 수영 (속성반),100000,7,"(1, 2, 7, 8, 12)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 증가로 191 삼성골드스포츠클럽으로, 우편번호가 3686이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 자유수영이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 115000원입니다. ",서울 서대문구,삼성골드스포츠클럽,3686,서울특별시 서대문구 증가로 191,수영,자유수영,115000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 증가로24바길 70 청솔태권도장으로, 우편번호가 3668이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도기초이며, 강좌는 (7)월에 개최되며, 가격은 110000원입니다. ",서울 서대문구,청솔태권도장,3668,서울특별시 서대문구 증가로24바길 70,태권도,태권도기초,110000,7,-7,2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 통일로 484 매직짐으로, 우편번호가 3628이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 헬스1개월이며, 강좌는 (5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",서울 서대문구,매직짐,3628,서울특별시 서대문구 통일로 484,헬스,헬스1개월,110000,7,"(5, 6, 7)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 통일로35길 14-4 마카롱PT으로, 우편번호가 3646이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 퍼스널트레이닝(1:1PT)이며, 강좌는 (3, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",서울 서대문구,마카롱PT,3646,서울특별시 서대문구 통일로35길 14-4,헬스,퍼스널트레이닝(1:1PT),110000,7,"(3, 5, 6, 7)",2024
"서울 서대문구에 있는 체육시설의 상세 주소는 서울특별시 서대문구 홍은중앙로 89 K용인대태권도으로, 우편번호가 3604이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도 (주3회, 형제할인)이며, 강좌는 (7)월에 개최되며, 가격은 140000원입니다. ",서울 서대문구,K용인대태권도,3604,서울특별시 서대문구 홍은중앙로 89,태권도,"태권도 (주3회, 형제할인)",140000,7,-7,2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 동산로 32 내아이발달센터(서초)으로, 우편번호가 6785이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 감각운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 240000원입니다. ",서울 서초구,내아이발달센터(서초),6785,서울특별시 서초구 동산로 32,기타종목,감각운동,240000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 동산로 32 내아이발달센터(서초)으로, 우편번호가 6785이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 심리운동/특수체육이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 240000원입니다. ",서울 서초구,내아이발달센터(서초),6785,서울특별시 서초구 동산로 32,기타종목,심리운동/특수체육,240000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 동산로13길 35 언남문화체육센터으로, 우편번호가 6780이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 14시 장애인 수영이며, 강좌는 (7, 8)월에 개최되며, 가격은 105000원입니다. ",서울 서초구,언남문화체육센터,6780,서울특별시 서초구 동산로13길 35,수영,14시 장애인 수영,105000,7,"(7, 8)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 반포대로 93 한빛탁구교실으로, 우편번호가 6657이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 왕초보탁구교실이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",서울 서초구,한빛탁구교실,6657,서울특별시 서초구 반포대로 93,탁구,왕초보탁구교실,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 방배로 165 은호펜싱클럽으로, 우편번호가 6573이고, 이용 가능한 종목은 펜싱입니다. 제공하는 강좌의 강좌명은 펜싱이며, 강좌는 (7, 8, 9)월에 개최되며, 가격은 130000원입니다. ",서울 서초구,은호펜싱클럽,6573,서울특별시 서초구 방배로 165,펜싱,펜싱,130000,7,"(7, 8, 9)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 사임당로 74 짐스아동발달센터으로, 우편번호가 6641이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 심리운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 서초구,짐스아동발달센터,6641,서울특별시 서초구 사임당로 74,기타종목,심리운동,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 서초대로33길 29 스포츠재활 재활PT 운동진정성으로, 우편번호가 6588이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 1대1 장애인재활PT이며, 강좌는 (6, 7)월에 개최되며, 가격은 110000원입니다. ",서울 서초구,스포츠재활 재활PT 운동진정성,6588,서울특별시 서초구 서초대로33길 29,헬스,1대1 장애인재활PT,110000,7,"(6, 7)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 서초대로64길 76-21 올웨이즈트라이(재활운동센터)으로, 우편번호가 6636이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 재활 및 체력관리이며, 강좌는 (7, 10)월에 개최되며, 가격은 110000원입니다. ",서울 서초구,올웨이즈트라이(재활운동센터),6636,서울특별시 서초구 서초대로64길 76-21,기타종목,재활 및 체력관리,110000,7,"(7, 10)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 서초대로64길 76-21 올웨이즈트라이(재활운동센터)으로, 우편번호가 6636이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 파라 트라이애슬론 강습이며, 강좌는 (5, 7, 10)월에 개최되며, 가격은 110000원입니다. ",서울 서초구,올웨이즈트라이(재활운동센터),6636,서울특별시 서초구 서초대로64길 76-21,기타종목,파라 트라이애슬론 강습,110000,7,"(5, 7, 10)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 서초대로74길 23 정상발달센터으로, 우편번호가 6621이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 감각통합이며, 강좌는 (2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",서울 서초구,정상발달센터,6621,서울특별시 서초구 서초대로74길 23,기타종목,감각통합,110000,7,"(2, 3, 4, 5, 6, 7, 8)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 서초대로74길 23 정상발달센터으로, 우편번호가 6621이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 운동발달이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 서초구,정상발달센터,6621,서울특별시 서초구 서초대로74길 23,기타종목,운동발달,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 서초대로78길 44 한국자연치유평생교육원으로, 우편번호가 6626이고, 이용 가능한 종목은 요가입니다. 제공하는 강좌의 강좌명은 자연치유요가/ 통증자연치유요가 /재활요가이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",서울 서초구,한국자연치유평생교육원,6626,서울특별시 서초구 서초대로78길 44,요가,자연치유요가/ 통증자연치유요가 /재활요가,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"서울 서초구에 있는 체육시설의 상세 주소는 서울특별시 서초구 언남길 85 한국스포츠교육희망나눔사회적협동조합(언남중학교)으로, 우편번호가 6775이고, 이용 가능한 종목은 농구입니다. 제공하는 강좌의 강좌명은 SC농구단 A1이며, 강좌는 (7)월에 개최되며, 가격은 200000원입니다. ",서울 서초구,한국스포츠교육희망나눔사회적협동조합(언남중학교),6775,서울특별시 서초구 언남길 85,농구,SC농구단 A1,200000,7,-7,2024
"서울 성동구에 있는 체육시설의 상세 주소는 서울특별시 성동구 고산자로 320 좋은운동장 본점으로, 우편번호가 4749이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 조인트 그룹운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 성동구,좋은운동장 본점,4749,서울특별시 성동구 고산자로 320,기타종목,조인트 그룹운동,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 성동구에 있는 체육시설의 상세 주소는 서울특별시 성동구 금호산길 42 한국체대 한성태권도으로, 우편번호가 4726이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 성동구,한국체대 한성태권도,4726,서울특별시 성동구 금호산길 42,태권도,태권도,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 성동구에 있는 체육시설의 상세 주소는 서울특별시 성동구 독서당로 270 스포츠스타클럽으로, 우편번호가 4738이고, 이용 가능한 종목은 농구입니다. 제공하는 강좌의 강좌명은 그룹 농구 트레이닝이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 160000원입니다. ",서울 성동구,스포츠스타클럽,4738,서울특별시 성동구 독서당로 270,농구,그룹 농구 트레이닝,160000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"서울 성동구에 있는 체육시설의 상세 주소는 서울특별시 성동구 마장로 284 마장탁구클럽으로, 우편번호가 4759이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 탁구이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 성동구,마장탁구클럽,4759,서울특별시 성동구 마장로 284,탁구,탁구,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 성동구에 있는 체육시설의 상세 주소는 서울특별시 성동구 왕십리로 115 프롬더바디으로, 우편번호가 4768이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 1:1 PT(80분 1회) 혹은(40분, 2회)이며, 강좌는 (2, 6, 7)월에 개최되며, 가격은 110000원입니다. ",서울 성동구,프롬더바디,4768,서울특별시 성동구 왕십리로 115,헬스,"1:1 PT(80분 1회) 혹은(40분, 2회)",110000,7,"(2, 6, 7)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 돌곶이로37길 18 용인대 장곡으로, 우편번호가 2754이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",서울 성북구,용인대 장곡,2754,서울특별시 성북구 돌곶이로37길 18,태권도,태권도,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 성북로4길 52 경희대 원도 태권도 체육관으로, 우편번호가 2831이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 150000원입니다. ",서울 성북구,경희대 원도 태권도 체육관,2831,서울특별시 성북구 성북로4길 52,태권도,태권도,150000,7,"(1, 2, 3, 4, 5, 6, 7)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 성북로6길 12 유니버설 피트니스으로, 우편번호가 2834이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 시각장애인 3:1 소그룹 PT 수업이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",서울 성북구,유니버설 피트니스,2834,서울특별시 성북구 성북로6길 12,헬스,시각장애인 3:1 소그룹 PT 수업,110000,7,"(6, 7, 8)",2024
